Id,Label,timeset,Degree,Weighted Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
"부작용",부작용,,216,1300,2,2,0.801676,0.876307,14.496154
"높다",높다,,227,1858,2,2,0.827089,0.89547,15.820089
"!!","!!",,197,1300,1,2,0.761273,0.843206,9.592987
"시험",시험,,198,1220,0,2,0.763298,0.844948,10.712292
"급하다",급하다,,211,1226,1,2,0.790634,0.867596,12.430758
"달이",달이,,219,1414,0,2,0.808451,0.881533,12.024057
"꾸준하다",꾸준하다,,221,1516,0,2,0.813031,0.885017,12.710078
"착용",착용,,226,1792,1,2,0.824713,0.893728,13.1663
"진단",진단,,201,1196,0,2,0.769437,0.850174,10.511058
"감기",감기,,212,1396,2,2,0.792818,0.869338,11.668415
"늦어지다",늦어지다,,188,1340,2,2,0.743523,0.827526,6.960584
"그렇다고",그렇다고,,215,1474,0,2,0.799443,0.874564,12.593466
"월경",월경,,206,1164,0,2,0.779891,0.858885,12.631458
"에가",에가,,194,1480,0,2,0.755263,0.837979,8.919068
"피곤하다",피곤하다,,218,1292,0,2,0.80618,0.879791,15.58495
"헌혈",헌혈,,115,366,0,2,0.625272,0.700348,2.288475
"가도",가도,,210,1370,0,2,0.788462,0.865854,10.731356
"날짜",날짜,,223,1414,0,2,0.817664,0.888502,14.59583
"라면",라면,,218,1390,2,2,0.80618,0.879791,12.425059
"예요",예요,,190,1028,0,2,0.747396,0.83101,7.614035
"부터는",부터는,,243,1986,0,2,0.867069,0.923345,20.436564
"기르다",기르다,,238,1960,2,2,0.854167,0.914634,17.321057
"임기",임기,,188,1352,2,2,0.743523,0.827526,6.846713
"째다",째다,,205,1288,0,2,0.777778,0.857143,11.150617
"그러다가",그러다가,,231,1602,0,2,0.836735,0.902439,17.226537
"유도",유도,,167,1314,2,2,0.70516,0.790941,5.798886
"절대",절대,,218,1422,2,2,0.80618,0.879791,12.441176
"번하다",번하다,,194,1294,0,2,0.755263,0.837979,11.06036
"달에",달에,,204,1366,0,2,0.775676,0.855401,11.771026
"주일",주일,,200,1144,1,2,0.76738,0.848432,11.664642
"심해",심해,,183,1052,0,2,0.734015,0.818815,8.170601
"이기다",이기다,,204,1142,0,2,0.775676,0.855401,10.141088
"결과",결과,,207,1298,0,2,0.782016,0.860627,10.452862
"ㅜㅜㅜ",ㅜㅜㅜ,,193,1076,0,2,0.753281,0.836237,9.168666
"흰색",흰색,,148,814,1,2,0.673709,0.75784,4.671356
"진통제",진통제,,155,1132,0,2,0.684964,0.770035,4.861055
"배다",배다,,217,1460,1,2,0.803922,0.878049,12.745583
"불임",불임,,176,1138,0,2,0.721106,0.80662,6.397844
"건너",건너,,225,1712,0,2,0.82235,0.891986,14.925383
"자궁경부암",자궁경부암,,150,728,1,2,0.676887,0.761324,3.873162
6일,6일,,210,1450,2,2,0.788462,0.865854,9.81852
15일,15일,,214,1620,2,2,0.797222,0.872822,12.014664
"런가",런가,,186,998,0,2,0.739691,0.824042,5.917101
"길다",길다,,214,1210,0,2,0.797222,0.872822,12.195254
"설사",설사,,160,910,0,2,0.693237,0.778746,5.149988
"넘기다",넘기다,,190,998,0,2,0.747396,0.83101,7.066993
"쯤에",쯤에,,197,1148,2,2,0.761273,0.843206,10.33211
13일,13일,,210,1570,2,2,0.788462,0.865854,12.000595
"기준",기준,,191,870,2,2,0.749347,0.832753,7.518423
"월동",월동,,197,1204,0,2,0.761273,0.843206,8.341925
"팬티라이너",팬티라이너,,197,1196,1,2,0.761273,0.843206,7.923287
"겠다",겠다,,198,1068,0,2,0.763298,0.844948,8.577744
"잠도",잠도,,214,1286,0,2,0.797222,0.872822,13.248455
9일,9일,,209,1462,2,2,0.786301,0.864111,10.654378
"에다가",에다가,,180,966,2,2,0.728426,0.813589,7.748411
"두번째",두번째,,210,1294,2,2,0.788462,0.865854,9.721154
"바꾸다",바꾸다,,196,924,2,2,0.759259,0.841463,7.81179
"약도",약도,,233,1826,0,2,0.841642,0.905923,19.320053
"당연하다",당연하다,,211,1336,0,2,0.790634,0.867596,10.926111
"양은",양은,,200,1276,0,2,0.76738,0.848432,8.896956
"토요일",토요일,,194,1122,2,2,0.755263,0.837979,9.930105
"근",근,,179,920,0,2,0.726582,0.811847,6.424574
"일전",일전,,181,1018,1,2,0.73028,0.815331,7.400523
"이네",이네,,180,832,0,2,0.728426,0.813589,6.820253
"못자다",못자다,,200,1162,0,2,0.76738,0.848432,11.071672
"소량",소량,,190,1202,1,2,0.747396,0.83101,7.631
"번째",번째,,185,908,2,2,0.737789,0.8223,7.881664
"그랬는데",그랬는데,,182,1036,0,2,0.732143,0.817073,8.206417
"뽑다",뽑다,,134,500,0,2,0.652273,0.733449,3.702417
"노콘",노콘,,172,1010,2,2,0.71393,0.799652,4.717784
"새",새,,172,788,2,2,0.71393,0.799652,6.401212
